chr_code,kendall_cor,kendall_p,DIR
Teen Birth Rate,0.17731542635531625,0.005163962132446195,Destructive
Free Or Reduced Lunch,0.16613272311212815,0.008481881808884284,Destructive
Segregation(Black/White),0.14915254237288136,0.0922255465529178,Destructive
Association Rate,0.138977879481312,0.02766457859258262,Destructive
Physically Inactive,0.1374040237541932,0.029940776195505808,Destructive
Uninsured Adults,0.12829900839054156,0.04207163592286827,Destructive
Pct Uninsured,0.12646834477498092,0.045090928225075565,Destructive
Fair Or Poor Health,0.11792524790236461,0.06169997908865591,Destructive
Older Than 65,0.11212814645308924,0.0756349802961407,Destructive
Drive Alone Long Commute,-0.10520694597076384,0.09582008808644898,Protective
Access To Healthy Foods,-0.10999237223493516,0.08137648796468694,Protective
Excessive Drinking,-0.1588100686498856,0.011861507661839368,Protective
Some College,-0.15942028985507245,0.011540019817466354,Protective
