chr_code,kendall_cor,kendall_p,DIR
Freq Physical Distress,0.3717130202344839,5.622758483773407e-4,Destructive
Low Birthweight,0.36703738475983627,6.597009533960772e-4,Destructive
Sexual Trans Infect,0.3621860039991845,9.118053443453568e-4,Destructive
Fair Or Poor Health,0.3576861138105411,9.033085048987054e-4,Destructive
Adult Smoking,0.3553482960732173,9.760644751731207e-4,Destructive
Teen Birth Rate,0.3474530140059973,0.0014650979324462516,Destructive
Younger Than 18,0.3413213896492745,0.0015392576162665636,Destructive
Physically Inactive,0.31647409246609925,0.0035024188366876317,Destructive
Air Quality,0.30579556726961993,0.004909407290140901,Destructive
Physically Unhealthy Days,0.30157848811476995,0.005135686443836078,Destructive
Freq Mental Distress,0.28521376395350334,0.008131832757646684,Destructive
Adult Obesity,0.26408523464700134,0.014624116949839183,Destructive
80th Percentile Income,-0.26651122205491296,0.013398322273832818,Protective
Older Than 65,-0.28988939942815095,0.0071466474101845034,Protective
Severe Housing Costs,-0.29924067037744617,0.005491307658615527,Protective
