chr_code,kendall_cor,kendall_p,DIR
Asian,0.5387490553702247,0.0026157789887446404,Destructive
Severe Housing Costs,0.43542731872388024,0.014997905735042923,Destructive
Association Rate,0.4074074074074074,0.023241918209019122,Destructive
Social Associations,0.4045199174779452,0.025409631328960378,Destructive
Not Proficient In English,0.37638632635454056,0.03549999239060976,Destructive
Pct Unemployed,0.3616260782622056,0.04336747644573647,Destructive
Income Ratio,0.3173453339852008,0.07626389350677255,Destructive
Native Hawaiian Islander,0.3173453339852008,0.07626389350677255,Destructive
Air Quality,0.3111111111111111,0.08309163711312029,Destructive
Female,0.3025850858928659,0.0909643700491669,Destructive
Inadequate Facilities,-0.33210558207753577,0.06356154314077586,Protective
Access To Healthy Foods,-0.3616260782622056,0.04336747644573647,Protective
Rural,-0.46800784077976626,0.010022502389605661,Protective
