chr_code,kendall_cor,kendall_p,DIR
Female,0.4190476190476191,0.007876250306070804,Destructive
Lack of Exercise Opps,0.4000000000000001,0.011195348693788267,Destructive
Younger Than 18,0.31428571428571433,0.046261791188264026,Destructive
Severe Housing Costs,0.2952380952380953,0.0611776710450514,Destructive
Income Ratio,0.28571428571428575,0.07001473635195181,Destructive
Severe Housing Problems,0.28571428571428575,0.07001473635195181,Destructive
Social Associations,0.2816237137636343,0.07467893374287266,Destructive
Hispanic,0.2666666666666667,0.09083152442903471,Destructive
Segregation(NonWhite/White),0.2666666666666667,0.09083152442903471,Destructive
Rural,-0.3102634134684107,0.04956542156954379,Protective
Driving Alone,-0.3238095238095239,0.04003470037843831,Protective
Access To Healthy Foods,-0.33333333333333337,0.03453367349773554,Protective
Excessive Drinking,-0.3523809523809524,0.0254454453849652,Protective
