votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff_pct,state_abbr,county_name,combined_fips
9877,27735,38813,0.254476592894,0.714580166439,17858,46.01,AL,Lauderdale County,1077
3611,10732,14623,0.246939752445,0.733912329891,7121,48.70,AL,Lawrence County,1079
20987,34321,57668,0.363928001665,0.595148089062,13334,23.12,AL,Lee County,1081
9340,28824,39400,0.237055837563,0.731573604061,19484,49.45,AL,Limestone County,1083
4882,1751,6676,0.731276213301,0.262282804074,3131,46.90,AL,Lowndes County,1085
7237,1394,8748,0.82727480567,0.159350708733,5843,66.79,AL,Macon County,1087
62435,89199,159473,0.391508280399,0.559336063158,26764,16.78,AL,Madison County,1089
5607,5224,10948,0.512148337596,0.477164778955,383,3.50,AL,Marengo County,1091
1432,11273,12912,0.110904584882,0.873063816605,9841,76.22,AL,Marion County,1093
4913,29217,34965,0.140511940512,0.835607035607,24304,69.51,AL,Marshall County,1095
68429,91087,163387,0.418815450434,0.557492334151,22658,13.87,AL,Mobile County,1097
4310,5771,10185,0.423171330388,0.566617574865,1461,14.34,AL,Monroe County,1099
58669,33928,94572,0.620363321068,0.358753119316,24741,26.16,AL,Montgomery County,1101
11216,37392,49991,0.224360384869,0.747974635434,26176,52.36,AL,Morgan County,1103
3823,1403,5255,0.727497621313,0.266983824929,2420,46.05,AL,Perry County,1105
3972,5454,9494,0.418369496524,0.574468085106,1482,15.61,AL,Pickens County,1107
5039,7681,13025,0.386871401152,0.589712092131,2642,20.28,AL,Pike County,1109
2290,7697,10130,0.226061204344,0.75982230997,5407,53.38,AL,Randolph County,1111
9577,9210,19136,0.500470317726,0.48129180602,367,1.92,AL,Russell County,1113
22927,72846,99208,0.231100314491,0.734275461656,49919,50.32,AL,Shelby County,1117
5550,31579,37937,0.146295173577,0.832406357909,26029,68.61,AL,St. Clair County,1115
4739,1581,6391,0.741511500548,0.247379126897,3158,49.41,AL,Sumter County,1119
12108,20596,33218,0.364501174062,0.620025287495,8488,25.55,AL,Talladega County,1121
5271,12967,18504,0.284857328145,0.700767401643,7696,41.59,AL,Tallapoosa County,1123
31746,47701,81708,0.388529886914,0.583798404073,15955,19.53,AL,Tuscaloosa County,1125
4486,24208,29243,0.153404233492,0.827822042882,19722,67.44,AL,Walker County,1127
2366,6031,8492,0.278615167216,0.710197833255,3665,43.16,AL,Washington County,1129
4329,1737,6095,0.710254306809,0.284987694832,2592,42.53,AL,Wilcox County,1131
871,9225,10255,0.0849341784495,0.899561189664,8354,81.46,AL,Winston County,1133
1939,3825,6167,0.314415437003,0.62023674396,1886,30.58,AR,Arkansas County,5001
2408,5338,8027,0.299987542046,0.665005606079,2930,36.50,AR,Ashley County,5003
4163,14655,19572,0.212701818925,0.74877375843,10492,53.61,AR,Baxter County,5005
27894,60751,94262,0.29591988288,0.644490887102,32857,34.86,AR,Benton County,5007
2925,12225,15912,0.183823529412,0.768288084465,9300,58.45,AR,Boone County,5009
1317,2163,3617,0.364113906552,0.598009400055,846,23.39,AR,Bradley County,5011
636,1554,2250,0.282666666667,0.690666666667,918,40.80,AR,Calhoun County,5013
3334,6773,10656,0.312875375375,0.635604354354,3439,32.27,AR,Carroll County,5015
2350,1716,4149,0.56640154254,0.413593637021,634,15.28,AR,Chicot County,5017
3606,4398,8365,0.431081888822,0.525762104005,792,9.47,AR,Clark County,5019
1999,3779,5978,0.334392773503,0.632151221144,1780,29.78,AR,Clay County,5021
2101,9454,11968,0.175551470588,0.789939839572,7353,61.44,AR,Cleburne County,5023
723,2460,3299,0.2191573204,0.745680509245,1737,52.65,AR,Cleveland County,5025
3140,5456,8837,0.355324205047,0.617404096413,2316,26.21,AR,Columbia County,5027
2655,4844,7837,0.338777593467,0.618093658288,2189,27.93,AR,Conway County,5029
10474,22798,34968,0.299530999771,0.651967513155,12324,35.24,AR,Craighead County,5031
4476,16655,22155,0.202031144211,0.751749040849,12179,54.97,AR,Crawford County,5033
8368,6953,15798,0.52968730219,0.440119002405,1415,8.96,AR,Crittenden County,5035
1995,4577,6831,0.292050944225,0.670033670034,2582,37.80,AR,Cross County,5037
1165,1507,2741,0.425027362277,0.549799343305,342,12.48,AR,Dallas County,5039
2227,1915,4226,0.526975863701,0.453147184098,312,7.38,AR,Desha County,5041
2364,3967,6552,0.360805860806,0.605463980464,1603,24.47,AR,Drew County,5043
14525,29170,46364,0.313281856613,0.62915192822,14645,31.59,AR,Faulkner County,5045
1376,5034,6698,0.205434458047,0.751567632129,3658,54.61,AR,Franklin County,5047
1067,3470,4744,0.224915682968,0.731450252951,2403,50.65,AR,Fulton County,5049
12283,26053,40337,0.3045095074,0.645883432085,13770,34.14,AR,Garland County,5051
1407,5160,6855,0.205251641138,0.752735229759,3753,54.75,AR,Grant County,5053
3056,10698,14422,0.21189848842,0.741783386493,7642,52.99,AR,Greene County,5055
2371,4391,6984,0.339490263459,0.62872279496,2020,28.92,AR,Hempstead County,5057
3137,8153,11815,0.265509944985,0.690055014812,5016,42.45,AR,Hot Spring County,5059
1350,3155,4634,0.29132498921,0.680837289599,1805,38.95,AR,Howard County,5061
2878,9925,13443,0.214089117013,0.738302462248,7047,52.42,AR,Independence County,5063
1111,4042,5396,0.205893254262,0.749073387695,2931,54.32,AR,Izard County,5065
1583,3262,5093,0.310818770862,0.640486942863,1679,32.97,AR,Jackson County,5067
15721,9231,25683,0.612116964529,0.359420628431,6490,25.27,AR,Jefferson County,5069
2421,6072,8997,0.269089696566,0.674891630544,3651,40.58,AR,Johnson County,5071
1028,1750,2835,0.362610229277,0.617283950617,722,25.47,AR,Lafayette County,5073
1263,4064,5629,0.224373778646,0.7219754841,2801,49.76,AR,Lawrence County,5075
1735,1229,3004,0.577563249001,0.409121171771,506,16.84,AR,Lee County,5077
1252,2455,3814,0.32826428946,0.64368117462,1203,31.54,AR,Lincoln County,5079
1397,3604,5192,0.26906779661,0.694144838213,2207,42.51,AR,Little River County,5081
1712,5737,7839,0.21839520347,0.731853552749,4025,51.35,AR,Logan County,5083
5638,19902,26766,0.210640364642,0.743555256669,14264,53.29,AR,Lonoke County,5085
1587,4917,6782,0.23400176939,0.725007372457,3330,49.10,AR,Madison County,5087
1377,5077,6718,0.204971717773,0.755730872283,3700,55.08,AR,Marion County,5089
4273,11293,16015,0.266812363409,0.705151420543,7020,43.83,AR,Miller County,5091
5621,6988,12995,0.432550981147,0.537745286649,1367,10.52,AR,Mississippi County,5093
1298,1400,2766,0.469269703543,0.506146059291,102,3.69,AR,Monroe County,5095
735,2573,3445,0.213352685051,0.746879535559,1838,53.35,AR,Montgomery County,5097
1156,2001,3233,0.357562635323,0.618929786576,845,26.14,AR,Nevada County,5099
699,2875,3731,0.18734923613,0.770570892522,2176,58.32,AR,Newton County,5101
4320,5347,9881,0.437202712276,0.541139560773,1027,10.39,AR,Ouachita County,5103
1035,2979,4213,0.24566816995,0.707097080465,1944,46.14,AR,Perry County,5105
4292,2443,6894,0.62257035103,0.354366115463,1849,26.82,AR,Phillips County,5107
684,3150,3956,0.172901921132,0.796258847321,2466,62.34,AR,Pike County,5109
1878,3149,5283,0.355479840999,0.596062843082,1271,24.06,AR,Poinsett County,5111
1210,6606,8121,0.148996429011,0.813446619874,5396,66.45,AR,Polk County,5113
4818,15694,21545,0.223624970991,0.728428869807,10876,50.48,AR,Pope County,5115
812,2503,3404,0.238542890717,0.735311398355,1691,49.68,AR,Prairie County,5117
89377,61182,157728,0.566652718604,0.387895617772,28195,17.88,AR,Pulaski County,5119
1425,4508,6313,0.225724695074,0.714082052907,3083,48.84,AR,Randolph County,5121
13247,35852,51971,0.254892151392,0.689846260414,22605,43.50,AR,Saline County,5125
507,2378,3017,0.168047729533,0.788200198873,1871,62.02,AR,Scott County,5127
601,2955,3698,0.162520281233,0.7990805841,2354,63.66,AR,Searcy County,5129
12184,28769,43557,0.279725417269,0.660490851069,16585,38.08,AR,Sebastian County,5131
1075,3281,4517,0.23798981625,0.726367057782,2206,48.84,AR,Sevier County,5133
1472,5405,7190,0.204728789986,0.75173852573,3933,54.70,AR,Sharp County,5135
4031,3195,7412,0.543847814355,0.431057744199,836,11.28,AR,St. Francis County,5123
1189,4081,5527,0.215125746336,0.738375248779,2892,52.32,AR,Stone County,5137
5667,10201,16338,0.346860080793,0.624372628229,4534,27.75,AR,Union County,5139
1547,5382,7111,0.217550274223,0.756855575868,3835,53.93,AR,Van Buren County,5141
32296,40418,78153,0.413240694535,0.517165048047,8122,10.39,AR,Washington County,5143
5157,21038,27451,0.18786200867,0.766383738297,15881,57.85,AR,White County,5145
1117,1344,2550,0.438039215686,0.527058823529,227,8.90,AR,Woodruff County,5147
1472,4600,6389,0.230395993113,0.719987478479,3128,48.96,AR,Yell County,5149
12196,5315,18659,0.653625596227,0.284849134466,6881,36.88,AZ,Apache County,4001
15291,25036,43147,0.35439312119,0.580248916495,9745,22.59,AZ,Cochise County,4003
25308,16573,44929,0.563288744463,0.368870885174,8735,19.44,AZ,Coconino County,4005
6746,13672,21398,0.315263108702,0.638938218525,6926,32.37,AZ,Gila County,4007
3301,8025,11939,0.276488818159,0.672166848145,4724,39.57,AZ,Graham County,4009
1092,1892,3243,0.336725254394,0.583410422448,800,24.67,AZ,Greenlee County,4011
1318,3381,4931,0.267288582438,0.685662137497,2063,41.84,AZ,La Paz County,4012
549040,590465,1201934,0.456797128628,0.491262415407,41425,3.45,AZ,Maricopa County,4013
16485,54656,74189,0.22220275243,0.736712989796,38171,51.45,AZ,Mohave County,4015
15362,18165,35409,0.43384450281,0.513005168178,2803,7.92,AZ,Navajo County,4017
195649,147019,360762,0.542321530538,0.407523519661,48630,13.48,AZ,Pima County,4019
35737,53857,93805,0.380971163584,0.574137839134,18120,19.32,AZ,Pinal County,4021
10684,3650,14926,0.715797936487,0.244539729331,7034,47.13,AZ,Santa Cruz County,4023
29705,58862,92780,0.320165984048,0.634425522742,29157,31.43,AZ,Yavapai County,4025
18336,20586,40759,0.449863833755,0.505066365711,2250,5.52,AZ,Yuma County,4027
486351,91189,613195,0.793142475069,0.148711258246,395162,64.44,CA,Alameda County,6001
318,211,575,0.553043478261,0.366956521739,107,18.61,CA,Alpine County,6003
5904,10239,17186,0.34353543582,0.595775631328,4335,25.22,CA,Amador County,6005
38676,42193,87847,0.440265461541,0.480300977836,3517,4.00,CA,Butte County,6007
7738,13072,22334,0.346467269634,0.585295961315,5334,23.88,CA,Calaveras County,6009
2659,3551,6594,0.403245374583,0.538519866545,892,13.53,CA,Colusa County,6011
286658,105819,415972,0.689128114392,0.254389718539,180839,43.47,CA,Contra Costa County,6013
3485,5134,9361,0.372289285333,0.54844567888,1649,17.62,CA,Del Norte County,6015
35243,47633,89228,0.394976913077,0.533834670731,12390,13.89,CA,El Dorado County,6017
123660,113949,250264,0.494118211169,0.455315187162,9711,3.88,CA,Fresno County,6019
3065,5788,9379,0.326793901269,0.617123360699,2723,29.03,CA,Glenn County,6021
19596,10883,33636,0.582590082055,0.32355214651,8713,25.90,CA,Humboldt County,6023
28467,11295,41751,0.681827980168,0.270532442337,17172,41.13,CA,Imperial County,6025
3155,4248,7996,0.394572286143,0.531265632816,1093,13.67,CA,Inyo County,6027
86481,119164,217725,0.397202893558,0.547314272592,32683,15.01,CA,Kern County,6029
12902,17446,32250,0.400062015504,0.54096124031,4544,14.09,CA,Kings County,6031
6240,5752,13045,0.478344193177,0.440935224224,488,3.74,CA,Lake County,6033
2224,7574,10422,0.213394741892,0.72673191326,5350,51.33,CA,Lassen County,6035
1893770,620285,2652072,0.714071865319,0.233886938213,1273485,48.02,CA,Los Angeles County,6037
13283,19221,34263,0.38767766979,0.560984152001,5938,17.33,CA,Madera County,6039
86650,17531,109941,0.788150007731,0.159458254882,69119,62.87,CA,Marin County,6041
3122,5185,8877,0.351695392588,0.584093725358,2063,23.24,CA,Mariposa County,6043
6905,3571,11435,0.603847835592,0.312286838653,3334,29.16,CA,Mendocino County,6045
21856,18486,42523,0.513980669285,0.434729440538,3370,7.93,CA,Merced County,6047
798,2413,3359,0.237570705567,0.718368562072,1615,48.08,CA,Modoc County,6049
2696,2080,5154,0.523088863019,0.403570042685,616,11.95,CA,Mono County,6051
64733,26378,96676,0.669587074351,0.272849517978,38355,39.67,CA,Monterey County,6053
26161,11946,40393,0.647661723566,0.295744312133,14215,35.19,CA,Napa County,6055
16199,14686,33258,0.487070779963,0.441577966204,1513,4.55,CA,Nevada County,6057
556544,472669,1092116,0.509601544158,0.432801094389,83875,7.68,CA,Orange County,6059
61969,78977,150532,0.411666622379,0.524652565567,17008,11.30,CA,Placer County,6061
3224,5079,8830,0.365118912797,0.575198187995,1855,21.01,CA,Plumas County,6063
339145,309514,683612,0.496107441063,0.452762678244,29631,4.33,CA,Riverside County,6065
273768,163024,467526,0.585567433683,0.348695045837,110744,23.69,CA,Sacramento County,6067
10050,6471,17572,0.571932620077,0.368256316868,3579,20.37,CA,San Benito County,6069
312517,253962,598783,0.521920294998,0.42413027758,58555,9.78,CA,San Bernardino County,6071
567243,386807,1011651,0.560710165858,0.382352214351,180436,17.84,CA,San Diego County,6073
312443,34493,365295,0.855316935627,0.0944250537237,277950,76.09,CA,San Francisco County,6075
89791,68316,166647,0.53880957953,0.409944373436,21475,12.89,CA,San Joaquin County,6077
63001,52672,124575,0.50572747341,0.422813566125,10329,8.29,CA,San Luis Obispo County,6079
219580,53731,287499,0.763759178293,0.186891084839,165849,57.69,CA,San Mateo County,6081
100120,53740,164224,0.609655105222,0.327235970382,46380,28.24,CA,Santa Barbara County,6083
483472,137452,659148,0.733480189578,0.208529799074,346020,52.50,CA,Santa Clara County,6085
85185,20158,113509,0.750469125796,0.177589442247,65027,57.29,CA,Santa Cruz County,6087
20471,47587,72554,0.282148468727,0.655883893376,27116,37.37,CA,Shasta County,6089
601,1048,1804,0.333148558758,0.580931263858,447,24.78,CA,Sierra County,6091
7106,11212,19836,0.358237547893,0.565234926396,4106,20.70,CA,Siskiyou County,6093
97159,49595,156067,0.622546726726,0.317780184152,47564,30.48,CA,Solano County,6095
116027,37421,164060,0.707222967207,0.228093380471,78606,47.91,CA,Sonoma County,6097
73939,72960,156141,0.473539941463,0.467269967529,979,0.63,CA,Stanislaus County,6099
11831,16780,30429,0.388806730422,0.551447632193,4949,16.26,CA,Sutter County,6101
6571,14981,22875,0.287256830601,0.654907103825,8410,36.77,CA,Tehama County,6103
1876,2409,4716,0.397794741306,0.510814249364,533,11.30,CA,Trinity County,6105
39099,50488,94571,0.413435408318,0.533863446511,11389,12.04,CA,Tulare County,6107
8580,13486,23472,0.36554192229,0.574556918882,4906,20.90,CA,Tuolumne County,6109
170489,118764,307881,0.553749663019,0.385746440995,51725,16.80,CA,Ventura County,6111
34460,13178,50623,0.680718250598,0.260316456946,21282,42.04,CA,Yolo County,6113
7234,12313,21058,0.343527400513,0.584718396809,5079,24.12,CA,Yuba County,6115
86471,73807,175125,0.493767309065,0.42145324768,12664,7.23,CO,Adams County,8001
3168,3031,6897,0.459330143541,0.439466434682,137,1.99,CO,Alamosa County,8003
148365,109638,281658,0.526755852843,0.389259314488,38727,13.75,CO,Arapahoe County,8005
2489,4234,7290,0.341426611797,0.580795610425,1745,23.94,CO,Archuleta County,8007
278,1716,2107,0.131941148552,0.81442809682,1438,68.25,CO,Baca County,8009
581,1166,1892,0.307082452431,0.616279069767,585,30.92,CO,Bent County,8011
124715,38766,176735,0.705661017908,0.219345347554,85949,48.63,CO,Boulder County,8013
19530,14272,37342,0.523003588453,0.382196989984,5258,14.08,CO,Broomfield County,8014
4773,5283,10999,0.433948540776,0.480316392399,510,4.64,CO,Chaffee County,8015
127,905,1076,0.118029739777,0.841078066914,778,72.30,CO,Cheyenne County,8017
2585,2426,5532,0.467281272596,0.438539407086,159,2.87,CO,Clear Creek County,8019
1753,1885,3970,0.441561712846,0.474811083123,132,3.32,CO,Conejos County,8021
1109,581,1820,0.609340659341,0.319230769231,528,29.01,CO,Costilla County,8023
336,1069,1511,0.22236929186,0.707478491066,733,48.51,CO,Crowley County,8025
797,2059,3064,0.260117493473,0.671997389034,1262,41.19,CO,Custer County,8027
4048,11584,16661,0.242962607286,0.695276393974,7536,45.23,CO,Delta County,8029
174611,43637,232291,0.751690767184,0.187854888911,130974,56.38,CO,Denver County,8031
227,936,1230,0.184552845528,0.760975609756,709,57.64,CO,Dolores County,8033
67045,100178,182918,0.366530357865,0.547666167354,33133,18.11,CO,Douglas County,8035
12652,8153,22611,0.559550661183,0.360576710451,4499,19.90,CO,Eagle County,8037
3056,11536,15689,0.194786155905,0.735292242973,8480,54.05,CO,Elbert County,8039
105807,176506,313273,0.337746949147,0.563425510657,70699,22.57,CO,El Paso County,8041
5275,15066,21880,0.241087751371,0.688574040219,9791,44.75,CO,Fremont County,8043
11205,13071,26328,0.425592525068,0.496467639015,1866,7.09,CO,Garfield County,8045
1634,1564,3574,0.457190822608,0.437604924454,70,1.96,CO,Gilpin County,8047
3319,4467,8513,0.389874309879,0.524726888288,1148,13.49,CO,Grand County,8049
5068,3250,9299,0.54500483923,0.349499946231,1818,19.55,CO,Gunnison County,8051
197,339,589,0.334465195246,0.575551782683,142,24.11,CO,Hinsdale County,8053
1631,1875,3772,0.432396606575,0.497083775186,244,6.47,CO,Huerfano County,8055
171,628,862,0.19837587007,0.728538283063,457,53.02,CO,Jackson County,8057
151885,130233,309529,0.490697156002,0.420745713649,21652,7.00,CO,Jefferson County,8059
91,726,853,0.106682297773,0.851113716295,635,74.44,CO,Kiowa County,8061
526,2894,3613,0.145585386106,0.800996401882,2368,65.54,CO,Kit Carson County,8063
1600,1264,3175,0.503937007874,0.39811023622,336,10.58,CO,Lake County,8065
15300,12471,30722,0.498014452184,0.405930603476,2829,9.21,CO,La Plata County,8067
92170,82624,193897,0.475355472235,0.426123147857,9546,4.92,CO,Larimer County,8069
2614,3656,6693,0.39055729867,0.546242342746,1042,15.57,CO,Las Animas County,8071
399,1873,2402,0.166111573689,0.779766860949,1474,61.37,CO,Lincoln County,8073
1843,7272,9702,0.189960832818,0.749536178108,5429,55.96,CO,Logan County,8075
20958,48129,74876,0.279902772584,0.64278273412,27171,36.29,CO,Mesa County,8077
237,344,652,0.363496932515,0.527607361963,107,16.41,CO,Mineral County,8079
874,5293,6510,0.13425499232,0.813056835637,4419,67.88,CO,Moffat County,8081
3920,7771,12706,0.308515661892,0.611600818511,3851,30.31,CO,Montezuma County,8083
5438,14303,21070,0.258092074039,0.678832463218,8865,42.07,CO,Montrose County,8085
3128,8104,11888,0.263122476447,0.681695827725,4976,41.86,CO,Morgan County,8087
1719,2988,5038,0.341206828106,0.593092497023,1269,25.19,CO,Otero County,8089
1690,1337,3287,0.514146638272,0.406753878917,353,10.74,CO,Ouray County,8091
3351,6053,10245,0.327086383602,0.590824792582,2702,26.37,CO,Park County,8093
436,1791,2332,0.186963979417,0.768010291595,1355,58.10,CO,Phillips County,8095
7239,2522,10387,0.696928853374,0.24280350438,4717,45.41,CO,Pitkin County,8097
1173,3508,4978,0.235636801928,0.704700683005,2335,46.91,CO,Prowers County,8099
27945,27746,60112,0.464882219856,0.461571732766,199,0.33,CO,Pueblo County,8101
433,2782,3436,0.12601862631,0.809662398137,2349,68.36,CO,Rio Blanco County,8103
1985,3060,5488,0.361698250729,0.557580174927,1075,19.59,CO,Rio Grande County,8105
7487,5149,13772,0.54363926808,0.373874528028,2338,16.98,CO,Routt County,8107
1345,1109,2707,0.496859992612,0.409678611008,236,8.72,CO,Saguache County,8109
265,215,506,0.52371541502,0.424901185771,50,9.88,CO,San Juan County,8111
2960,1030,4311,0.686615634424,0.2389236836,1930,44.77,CO,San Miguel County,8113
267,1015,1364,0.195747800587,0.744134897361,748,54.84,CO,Sedgwick County,8115
9502,5064,16061,0.591619450844,0.315297926655,4438,27.63,CO,Summit County,8117
3547,9580,14203,0.249735971274,0.674505386186,6033,42.48,CO,Teller County,8119
289,2284,2708,0.106720827179,0.843426883309,1995,73.67,CO,Washington County,8121
45869,75882,133790,0.342843261828,0.567172434412,30013,22.43,CO,Weld County,8123
701,3755,4664,0.150300171527,0.805102915952,3054,65.48,CO,Yuma County,8125
238723,155457,410279,0.581855274094,0.378905574012,83266,20.29,CT,Fairfield County,9001
233789,147912,399219,0.585615915074,0.370503407904,85877,21.51,CT,Hartford County,9003
39836,53376,97434,0.408851119732,0.547816983804,13540,13.90,CT,Litchfield County,9005
45306,38847,88402,0.512499717201,0.439435759372,6459,7.31,CT,Middlesex County,9007
203601,158373,375909,0.541623105592,0.421306752432,45228,12.03,CT,New Haven County,9009
62951,54574,124527,0.505520891052,0.438250339284,8377,6.73,CT,New London County,9011
38450,33989,77069,0.498903579909,0.441020384331,4461,5.79,CT,Tolland County,9013
21776,25738,50703,0.429481490247,0.507622823107,3962,7.81,CT,Windham County,9015
260223,11553,280272,0.928465918822,0.0412206713478,248670,88.72,DC,District of Columbia,11001
33347,36989,74253,0.449099699675,0.498148222967,3642,4.90,DE,Kent County,10001
162905,85507,261468,0.623039913106,0.327026634234,77398,29.60,DE,New Castle County,10003
39329,62607,105814,0.371680495965,0.591670289376,23278,22.00,DE,Sussex County,10005
75370,46584,127827,0.589625040093,0.364430049989,28786,22.52,FL,Alachua County,12001
2112,10294,12634,0.167167959474,0.814785499446,8182,64.76,FL,Baker County,12003
21689,62010,87151,0.248866909158,0.711523677296,40321,46.27,FL,Bay County,12005
2924,8913,12098,0.241692841792,0.736733344354,5989,49.50,FL,Bradford County,12007
119525,181620,314337,0.380244769149,0.577787533762,62095,19.75,FL,Brevard County,12009
546956,258521,822837,0.664719744008,0.314182517315,288435,35.05,FL,Broward County,12011
1236,4647,6067,0.203725070051,0.765946925993,3411,56.22,FL,Calhoun County,12013
33421,60196,96323,0.34696801387,0.624939007298,26775,27.80,FL,Charlotte County,12015
22765,54377,79590,0.286028395527,0.683213971604,31612,39.72,FL,Citrus County,12017
27768,74898,106363,0.261068228613,0.704173443773,47130,44.31,FL,Clay County,12019
60941,105297,170505,0.357414738571,0.617559602358,44356,26.01,FL,Collier County,12021
7599,20359,28696,0.26481042654,0.709471703373,12760,44.47,FL,Columbia County,12023
3761,6744,10761,0.349502834309,0.62670755506,2983,27.72,FL,DeSoto County,12027
