votes_dem,votes_gop,total_votes,dem_pct,gop_pct,diff_votes,diff_votes_pct,STATE_Abbreviation,NAME,FIPS,STATE,election_ldi.us
4772,3172,8010,0.595755305868,0.396004993758,1600,19.98,AL,Hale County,1065,Alabama,-4.827267151110308
2286,5623,8017,0.285144068854,0.701384557815,3337,41.62,AL,Henry County,1067,Alabama,-4.255637651553382
10547,30567,42030,0.250939804901,0.727266238401,20020,47.63,AL,Houston County,1069,Alabama,-4.219401347160103
3663,16643,20785,0.176232860236,0.800721674284,12980,62.45,AL,Jackson County,1071,Alabama,-4.1231805589035755
151581,130614,290111,0.522493114704,0.450220777564,20967,7.23,AL,Jefferson County,1073,Alabama,-4.698955893525099
1035,5819,6931,0.14932910114,0.839561390853,4784,69.02,AL,Lamar County,1075,Alabama,-4.075814371064086
9877,27735,38813,0.254476592894,0.714580166439,17858,46.01,AL,Lauderdale County,1077,Alabama,-4.236998782354438
3611,10732,14623,0.246939752445,0.733912329891,7121,48.7,AL,Lawrence County,1079,Alabama,-4.210304392869868
20987,34321,57668,0.363928001665,0.595148089062,13334,23.12,AL,Lee County,1081,Alabama,-4.419883709027589
9340,28824,39400,0.237055837563,0.731573604061,19484,49.45,AL,Limestone County,1083,Alabama,-4.213496136661118
4882,1751,6676,0.731276213301,0.262282804074,3131,46.9,AL,Lowndes County,1085,Alabama,-5.239270646300142
7237,1394,8748,0.82727480567,0.159350708733,5843,66.79,AL,Macon County,1087,Alabama,-5.737586484281994
62435,89199,159473,0.391508280399,0.559336063158,26764,16.78,AL,Madison County,1089,Alabama,-4.481943493941125
5607,5224,10948,0.512148337596,0.477164778955,383,3.5,AL,Marengo County,1091,Alabama,-4.640832093007569
1432,11273,12912,0.110904584882,0.873063816605,9841,76.22,AL,Marion County,1093,Alabama,-4.036685319268005
4913,29217,34965,0.140511940512,0.835607035607,24304,69.51,AL,Marshall County,1095,Alabama,-4.08053552331184
68429,91087,163387,0.418815450434,0.557492334151,22658,13.87,AL,Mobile County,1097,Alabama,-4.485245219947334
4310,5771,10185,0.423171330388,0.566617574865,1461,14.34,AL,Monroe County,1099,Alabama,-4.469009367753076
58669,33928,94572,0.620363321068,0.358753119316,24741,26.16,AL,Montgomery County,1101,Alabama,-4.926059510791755
11216,37392,49991,0.224360384869,0.747974635434,26176,52.36,AL,Morgan County,1103,Alabama,-4.191324905233345
3823,1403,5255,0.727497621313,0.266983824929,2420,46.05,AL,Perry County,1105,Alabama,-5.221505897010379
3972,5454,9494,0.418369496524,0.574468085106,1482,15.61,AL,Pickens County,1107,Alabama,-4.455249429509536
5039,7681,13025,0.386871401152,0.589712092131,2642,20.28,AL,Pike County,1109,Alabama,-4.429059534425209
2290,7697,10130,0.226061204344,0.75982230997,5407,53.38,AL,Randolph County,1111,Alabama,-4.175609369512058
9577,9210,19136,0.500470317726,0.48129180602,367,1.92,AL,Russell County,1113,Alabama,-4.6322202213042845
22927,72846,99208,0.231100314491,0.734275461656,49919,50.32,AL,Shelby County,1117,Alabama,-4.209809726214151
5550,31579,37937,0.146295173577,0.832406357909,26029,68.61,AL,St. Clair County,1115,Alabama,-4.0843732402495565
4739,1581,6391,0.741511500548,0.247379126897,3158,49.41,AL,Sumter County,1119,Alabama,-5.297771886244755
12108,20596,33218,0.364501174062,0.620025287495,8488,25.55,AL,Talladega County,1121,Alabama,-4.3789337092956195
5271,12967,18504,0.284857328145,0.700767401643,7696,41.59,AL,Tallapoosa County,1123,Alabama,-4.256517950165371
31746,47701,81708,0.388529886914,0.583798404073,15955,19.53,AL,Tuscaloosa County,1125,Alabama,-4.4391382480569055
4486,24208,29243,0.153404233492,0.827822042882,19722,67.44,AL,Walker County,1127,Alabama,-4.089895765555057
2366,6031,8492,0.278615167216,0.710197833255,3665,43.16,AL,Washington County,1129,Alabama,-4.243150403175058
4329,1737,6095,0.710254306809,0.284987694832,2592,42.53,AL,Wilcox County,1131,Alabama,-5.156247969476808
871,9225,10255,0.0849341784495,0.899561189664,8354,81.46,AL,Winston County,1133,Alabama,-4.006786895400424
1939,3825,6167,0.314415437003,0.62023674396,1886,30.58,AR,Arkansas County,5001,Arkansas,-4.378592722533651
2408,5338,8027,0.299987542046,0.665005606079,2930,36.5,AR,Ashley County,5003,Arkansas,-4.308898501970972
4163,14655,19572,0.212701818925,0.74877375843,10492,53.61,AR,Baxter County,5005,Arkansas,-4.19025709306771
27894,60751,94262,0.29591988288,0.644490887102,32857,34.86,AR,Benton County,5007,Arkansas,-4.34023328999087
2925,12225,15912,0.183823529412,0.768288084465,9300,58.45,AR,Boone County,5009,Arkansas,-4.164529199993296
1317,2163,3617,0.364113906552,0.598009400055,846,23.39,AR,Bradley County,5011,Arkansas,-4.415087499802671
636,1554,2250,0.282666666667,0.690666666667,918,40.8,AR,Calhoun County,5013,Arkansas,-4.27103665807353
3334,6773,10656,0.312875375375,0.635604354354,3439,32.27,AR,Carroll County,5015,Arkansas,-4.354117687368964
2350,1716,4149,0.56640154254,0.413593637021,634,15.28,AR,Chicot County,5017,Arkansas,-4.783810034088025
3606,4398,8365,0.431081888822,0.525762104005,792,9.47,AR,Clark County,5019,Arkansas,-4.543845136108943
1999,3779,5978,0.334392773503,0.632151221144,1780,29.78,AR,Clay County,5021,Arkansas,-4.359565333297843
2101,9454,11968,0.175551470588,0.789939839572,7353,61.44,AR,Cleburne County,5023,Arkansas,-4.1367371826644606
723,2460,3299,0.2191573204,0.745680509245,1737,52.65,AR,Cleveland County,5025,Arkansas,-4.194396736105616
3140,5456,8837,0.355324205047,0.617404096413,2316,26.21,AR,Columbia County,5027,Arkansas,-4.383170225797538
2655,4844,7837,0.338777593467,0.618093658288,2189,27.93,AR,Conway County,5029,Arkansas,-4.382053976182391
10474,22798,34968,0.299530999771,0.651967513155,12324,35.24,AR,Craighead County,5031,Arkansas,-4.328699238549389
4476,16655,22155,0.202031144211,0.751749040849,12179,54.97,AR,Crawford County,5033,Arkansas,-4.186291426808373
8368,6953,15798,0.52968730219,0.440119002405,1415,8.96,AR,Crittenden County,5035,Arkansas,-4.721648822429322
1995,4577,6831,0.292050944225,0.670033670034,2582,37.8,AR,Cross County,5037,Arkansas,-4.301366007880854
1165,1507,2741,0.425027362277,0.549799343305,342,12.48,AR,Dallas County,5039,Arkansas,-4.49914059148009
2227,1915,4226,0.526975863701,0.453147184098,312,7.38,AR,Desha County,5041,Arkansas,-4.692476990365362
2364,3967,6552,0.360805860806,0.605463980464,1603,24.47,AR,Drew County,5043,Arkansas,-4.402698898821683
14525,29170,46364,0.313281856613,0.62915192822,14645,31.59,AR,Faulkner County,5045,Arkansas,-4.36432120595028
1376,5034,6698,0.205434458047,0.751567632129,3658,54.61,AR,Franklin County,5047,Arkansas,-4.18653277146202
1067,3470,4744,0.224915682968,0.731450252951,2403,50.65,AR,Fulton County,5049,Arkansas,-4.213664761539928
12283,26053,40337,0.3045095074,0.645883432085,13770,34.14,AR,Garland County,5051,Arkansas,-4.338074930973812
1407,5160,6855,0.205251641138,0.752735229759,3753,54.75,AR,Grant County,5053,Arkansas,-4.184980427324344
3056,10698,14422,0.21189848842,0.741783386493,7642,52.99,AR,Greene County,5055,Arkansas,-4.199636704188458
2371,4391,6984,0.339490263459,0.62872279496,2020,28.92,AR,Hempstead County,5057,Arkansas,-4.365003520760714
3137,8153,11815,0.265509944985,0.690055014812,5016,42.45,AR,Hot Spring County,5059,Arkansas,-4.271922646760774
1350,3155,4634,0.29132498921,0.680837289599,1805,38.95,AR,Howard County,5061,Arkansas,-4.285370623819588
2878,9925,13443,0.214089117013,0.738302462248,7047,52.42,AR,Independence County,5063,Arkansas,-4.204340391702015
1111,4042,5396,0.205893254262,0.749073387695,2931,54.32,AR,Izard County,5065,Arkansas,-4.18985701316667
1583,3262,5093,0.310818770862,0.640486942863,1679,32.97,AR,Jackson County,5067,Arkansas,-4.346465237506399
15721,9231,25683,0.612116964529,0.359420628431,6490,25.27,AR,Jefferson County,5069,Arkansas,-4.9242006032243015
2421,6072,8997,0.269089696566,0.674891630544,3651,40.58,AR,Johnson County,5071,Arkansas,-4.294141842144073
1028,1750,2835,0.362610229277,0.617283950617,722,25.47,AR,Lafayette County,5073,Arkansas,-4.383364843047892
1263,4064,5629,0.224373778646,0.7219754841,2801,49.76,AR,Lawrence County,5075,Arkansas,-4.226702790009119
1735,1229,3004,0.577563249001,0.409121171771,506,16.84,AR,Lee County,5077,Arkansas,-4.794682597121062
1252,2455,3814,0.32826428946,0.64368117462,1203,31.54,AR,Lincoln County,5079,Arkansas,-4.341490439734606
1397,3604,5192,0.26906779661,0.694144838213,2207,42.51,AR,Little River County,5081,Arkansas,-4.266013333458311
1712,5737,7839,0.21839520347,0.731853552749,4025,51.35,AR,Logan County,5083,Arkansas,-4.213113543390094
5638,19902,26766,0.210640364642,0.743555256669,14264,53.29,AR,Lonoke County,5085,Arkansas,-4.197250889984229
1587,4917,6782,0.23400176939,0.725007372457,3330,49.1,AR,Madison County,5087,Arkansas,-4.222512149076098
1377,5077,6718,0.204971717773,0.755730872283,3700,55.08,AR,Marion County,5089,Arkansas,-4.181008649028536
4273,11293,16015,0.266812363409,0.705151420543,7020,43.83,AR,Miller County,5091,Arkansas,-4.250281412123069
5621,6988,12995,0.432550981147,0.537745286649,1367,10.52,AR,Mississippi County,5093,Arkansas,-4.521308969624246
1298,1400,2766,0.469269703543,0.506146059291,102,3.69,AR,Monroe County,5095,Arkansas,-4.581868690425274
735,2573,3445,0.213352685051,0.746879535559,1838,53.35,AR,Montgomery County,5097,Arkansas,-4.192790064968861
1156,2001,3233,0.357562635323,0.618929786576,845,26.14,AR,Nevada County,5099,Arkansas,-4.380702136944736
699,2875,3731,0.18734923613,0.770570892522,2176,58.32,AR,Newton County,5101,Arkansas,-4.1615623137929925
4320,5347,9881,0.437202712276,0.541139560773,1027,10.39,AR,Ouachita County,5103,Arkansas,-4.515016759049742
1035,2979,4213,0.24566816995,0.707097080465,1944,46.14,AR,Perry County,5105,Arkansas,-4.247526003069194
4292,2443,6894,0.62257035103,0.354366115463,1849,26.82,AR,Phillips County,5107,Arkansas,-4.938363369621423
684,3150,3956,0.172901921132,0.796258847321,2466,62.34,AR,Pike County,5109,Arkansas,-4.128769654725469
1878,3149,5283,0.355479840999,0.596062843082,1271,24.06,AR,Poinsett County,5111,Arkansas,-4.41834786986573
1210,6606,8121,0.148996429011,0.813446619874,5396,66.45,AR,Polk County,5113,Arkansas,-4.107413666135307
4818,15694,21545,0.223624970991,0.728428869807,10876,50.48,AR,Pope County,5115,Arkansas,-4.217803991166181
812,2503,3404,0.238542890717,0.735311398355,1691,49.68,AR,Prairie County,5117,Arkansas,-4.208399892064462
89377,61182,157728,0.566652718604,0.387895617772,28195,17.88,AR,Pulaski County,5119,Arkansas,-4.847957695716911
1425,4508,6313,0.225724695074,0.714082052907,3083,48.84,AR,Randolph County,5121,Arkansas,-4.237696097010679
13247,35852,51971,0.254892151392,0.689846260414,22605,43.5,AR,Saline County,5125,Arkansas,-4.272225211014232
507,2378,3017,0.168047729533,0.788200198873,1871,62.02,AR,Scott County,5127,Arkansas,-4.138941855711541
601,2955,3698,0.162520281233,0.7990805841,2354,63.66,AR,Searcy County,5129,Arkansas,-4.125232175909402
12184,28769,43557,0.279725417269,0.660490851069,16585,38.08,AR,Sebastian County,5131,Arkansas,-4.315710700441919
1075,3281,4517,0.23798981625,0.726367057782,2206,48.84,AR,Sevier County,5133,Arkansas,-4.220638496496248
1472,5405,7190,0.204728789986,0.75173852573,3933,54.7,AR,Sharp County,5135,Arkansas,-4.186305414445164
4031,3195,7412,0.543847814355,0.431057744199,836,11.28,AR,St. Francis County,5123,Arkansas,-4.7424519143958195
1189,4081,5527,0.215125746336,0.738375248779,2892,52.32,AR,Stone County,5137,Arkansas,-4.204241810230221
5667,10201,16338,0.346860080793,0.624372628229,4534,27.75,AR,Union County,5139,Arkansas,-4.371946622021906
1547,5382,7111,0.217550274223,0.756855575868,3835,53.93,AR,Van Buren County,5141,Arkansas,-4.179521522400299
32296,40418,78153,0.413240694535,0.517165048047,8122,10.39,AR,Washington County,5143,Arkansas,-4.560331907353285
5157,21038,27451,0.18786200867,0.766383738297,15881,57.85,AR,White County,5145,Arkansas,-4.167010964650971
1117,1344,2550,0.438039215686,0.527058823529,227,8.9,AR,Woodruff County,5147,Arkansas,-4.541381810873298
1472,4600,6389,0.230395993113,0.719987478479,3128,48.96,AR,Yell County,5149,Arkansas,-4.22946015192779
12196,5315,18659,0.653625596227,0.284849134466,6881,36.88,AZ,Apache County,4001,Arizona,-5.156734285424134
15291,25036,43147,0.35439312119,0.580248916495,9745,22.59,AZ,Cochise County,4003,Arizona,-4.445236794939669
25308,16573,44929,0.563288744463,0.368870885174,8735,19.44,AZ,Coconino County,4005,Arizona,-4.898247294653181
6746,13672,21398,0.31526310870199997,0.638938218525,6926,32.37,AZ,Gila County,4007,Arizona,-4.348886207706415
3301,8025,11939,0.276488818159,0.672166848145,4724,39.57,AZ,Graham County,4009,Arizona,-4.298187377149918
1092,1892,3243,0.336725254394,0.583410422448,800,24.67,AZ,Greenlee County,4011,Arizona,-4.4398030504992345
1318,3381,4931,0.267288582438,0.685662137497,2063,41.84,AZ,La Paz County,4012,Arizona,-4.278308977320058
549040,590465,1201934,0.456797128628,0.491262415407,41425,3.45,AZ,Maricopa County,4013,Arizona,-4.611715536828036
16485,54656,74189,0.22220275243,0.736712989796,38171,51.45,AZ,Mohave County,4015,Arizona,-4.206495586842565
15362,18165,35409,0.43384450281,0.513005168178,2803,7.92,AZ,Navajo County,4017,Arizona,-4.568408053244201
195649,147019,360762,0.542321530538,0.407523519661,48630,13.48,AZ,Pima County,4019,Arizona,-4.79859532481041
35737,53857,93805,0.380971163584,0.574137839134,18120,19.32,AZ,Pinal County,4021,Arizona,-4.455824467430081
10684,3650,14926,0.715797936487,0.244539729331,7034,47.13,AZ,Santa Cruz County,4023,Arizona,-5.309316184919441
29705,58862,92780,0.320165984048,0.634425522742,29157,31.43,AZ,Yavapai County,4025,Arizona,-4.355974071965573
18336,20586,40759,0.449863833755,0.505066365711,2250,5.52,AZ,Yuma County,4027,Arizona,-4.5840041348949025
486351,91189,613195,0.793142475069,0.148711258246,395162,64.44,CA,Alameda County,6001,California,-5.806687411048594
318,211,575,0.553043478261,0.366956521739,107,18.61,CA,Alpine County,6003,California,-4.903450601124779
5904,10239,17186,0.34353543582,0.595775631328,4335,25.22,CA,Amador County,6005,California,-4.418829834101198
38676,42193,87847,0.440265461541,0.480300977836,3517,4,CA,Butte County,6007,California,-4.634281028230666
7738,13072,22334,0.346467269634,0.585295961315,5334,23.88,CA,Calaveras County,6009,California,-4.436576336708389
2659,3551,6594,0.403245374583,0.538519866545,892,13.53,CA,Colusa County,6011,California,-4.519869584492367
286658,105819,415972,0.689128114392,0.254389718539,180839,43.47,CA,Contra Costa County,6013,California,-5.269826556683956
3485,5134,9361,0.372289285333,0.54844567888,1649,17.62,CA,Del Norte County,6015,California,-4.501605733744641
35243,47633,89228,0.394976913077,0.533834670731,12390,13.89,CA,El Dorado County,6017,California,-4.528607787135379
123660,113949,250264,0.494118211169,0.455315187162,9711,3.88,CA,Fresno County,6019,California,-4.687704074616051
3065,5788,9379,0.326793901269,0.617123360699,2723,29.03,CA,Glenn County,6021,California,-4.383625032561409
19596,10883,33636,0.582590082055,0.32355214651,8713,25.9,CA,Humboldt County,6023,California,-5.029333677058915
28467,11295,41751,0.681827980168,0.270532442337,17172,41.13,CA,Imperial County,6025,California,-5.208301946987929
3155,4248,7996,0.394572286143,0.531265632816,1093,13.67,CA,Inyo County,6027,California,-4.533431826502424
86481,119164,217725,0.397202893558,0.547314272592,32683,15.01,CA,Kern County,6029,California,-4.5036707967879686
12902,17446,32250,0.400062015504,0.54096124031,4544,14.09,CA,Kings County,6031,California,-4.5153463410340375
6240,5752,13045,0.478344193177,0.440935224224,488,3.74,CA,Lake County,6033,California,-4.719795991972724
2224,7574,10422,0.213394741892,0.72673191326,5350,51.33,CA,Lassen County,6035,California,-4.220136320811124
1893770,620285,2652072,0.714071865319,0.233886938213,1273485,48.02,CA,Los Angeles County,6037,California,-5.353856144221742
13283,19221,34263,0.38767766979,0.560984152001,5938,17.33,CA,Madera County,6039,California,-4.479001317214191
86650,17531,109941,0.788150007731,0.159458254882,69119,62.87,CA,Marin County,6041,California,-5.736911809694053
3122,5185,8877,0.351695392588,0.584093725358,2063,23.24,CA,Mariposa County,6043,California,-4.438632514207259
6905,3571,11435,0.603847835592,0.312286838653,3334,29.16,CA,Mendocino County,6045,California,-5.064771852666397
21856,18486,42523,0.513980669285,0.434729440538,3370,7.93,CA,Merced County,6047,California,-4.733970110978479
798,2413,3359,0.237570705567,0.718368562072,1615,48.08,CA,Modoc County,6049,California,-4.231711217790464
2696,2080,5154,0.523088863019,0.403570042685,616,11.95,CA,Mono County,6051,California,-4.8083439123208125
64733,26378,96676,0.669587074351,0.272849517978,38355,39.67,CA,Monterey County,6053,California,-5.199773545773618
26161,11946,40393,0.647661723566,0.295744312133,14215,35.19,CA,Napa County,6055,California,-5.119198702121862
16199,14686,33258,0.487070779963,0.441577966204,1513,4.55,CA,Nevada County,6057,California,-4.7183393744385835
556544,472669,1092116,0.509601544158,0.432801094389,83875,7.68,CA,Orange County,6059,California,-4.738415716630971
61969,78977,150532,0.411666622379,0.524652565567,17008,11.3,CA,Placer County,6061,California,-4.5459577091389916
3224,5079,8830,0.365118912797,0.575198187995,1855,21.01,CA,Plumas County,6063,California,-4.4539793166007176
339145,309514,683612,0.496107441063,0.452762678244,29631,4.33,CA,Riverside County,6065,California,-4.69332587366617
273768,163024,467526,0.585567433683,0.348695045837,110744,23.69,CA,Sacramento County,6067,California,-4.954496226726825
10050,6471,17572,0.571932620077,0.368256316868,3579,20.37,CA,San Benito County,6069,California,-4.899914763840849
312517,253962,598783,0.521920294998,0.42413027758,58555,9.78,CA,San Bernardino County,6071,California,-4.758653306304131
567243,386807,1011651,0.560710165858,0.382352214351,180436,17.84,CA,San Diego County,6073,California,-4.862351761887725
312443,34493,365295,0.855316935627,0.0944250537237,277950,76.09,CA,San Francisco County,6075,California,-6.260887535230603
89791,68316,166647,0.53880957953,0.409944373436,21475,12.89,CA,San Joaquin County,6077,California,-4.792672496837889
63001,52672,124575,0.50572747341,0.422813566125,10329,8.29,CA,San Luis Obispo County,6079,California,-4.761762632915588
219580,53731,287499,0.763759178293,0.186891084839,165849,57.69,CA,San Mateo County,6081,California,-5.578167959627313
100120,53740,164224,0.609655105222,0.327235970382,46380,28.24,CA,Santa Barbara County,6083,California,-5.0180124401686586
483472,137452,659148,0.733480189578,0.208529799074,346020,52.5,CA,Santa Clara County,6085,California,-5.468612020540459
85185,20158,113509,0.750469125796,0.177589442247,65027,57.29,CA,Santa Cruz County,6087,California,-5.629219590801672
20471,47587,72554,0.282148468727,0.655883893376,27116,37.37,CA,Shasta County,6089,California,-4.322710191310963
601,1048,1804,0.333148558758,0.580931263858,447,24.78,CA,Sierra County,6091,California,-4.444061529544881
7106,11212,19836,0.358237547893,0.565234926396,4106,20.7,CA,Siskiyou County,6093,California,-4.471452529128283
97159,49595,156067,0.622546726726,0.317780184152,47564,30.48,CA,Solano County,6095,California,-5.047334073829975
116027,37421,164060,0.707222967207,0.228093380471,78606,47.91,CA,Sonoma County,6097,California,-5.378938864209762
73939,72960,156141,0.473539941463,0.467269967529,979,0.63,CA,Stanislaus County,6099,California,-4.66178679321822
11831,16780,30429,0.388806730422,0.551447632193,4949,16.26,CA,Sutter County,6101,California,-4.496147093826001
6571,14981,22875,0.287256830601,0.654907103825,8410,36.77,CA,Tehama County,6103,California,-4.324200573429689
1876,2409,4716,0.397794741306,0.510814249364,533,11.3,CA,Trinity County,6105,California,-4.572687952845271
39099,50488,94571,0.413435408318,0.533863446511,11389,12.04,CA,Tulare County,6107,California,-4.528553884670736
8580,13486,23472,0.36554192229,0.574556918882,4906,20.9,CA,Tuolumne County,6109,California,-4.455094804891501
170489,118764,307881,0.553749663019,0.385746440995,51725,16.8,CA,Ventura County,6111,California,-4.853513707780291
34460,13178,50623,0.680718250598,0.260316456946,21282,42.04,CA,Yolo County,6113,California,-5.246795939786704
7234,12313,21058,0.343527400513,0.584718396809,5079,24.12,CA,Yuba County,6115,California,-4.437563614426654
86471,73807,175125,0.493767309065,0.42145324768,12664,7.23,CO,Adams County,8001,Colorado,-4.764985120403983
3168,3031,6897,0.459330143541,0.439466434682,137,1.99,CO,Alamosa County,8003,Colorado,-4.72313263017605
148365,109638,281658,0.526755852843,0.389259314488,38727,13.75,CO,Arapahoe County,8005,Colorado,-4.8444482330369825
2489,4234,7290,0.341426611797,0.580795610425,1745,23.94,CO,Archuleta County,8007,Colorado,-4.4442950671114465
278,1716,2107,0.131941148552,0.81442809682,1438,68.25,CO,Baca County,8009,Colorado,-4.106207827559572
581,1166,1892,0.307082452431,0.616279069767,585,30.92,CO,Bent County,8011,Colorado,-4.384994076505243
124715,38766,176735,0.705661017908,0.219345347554,85949,48.63,CO,Boulder County,8013,Colorado,-5.418046555546157
19530,14272,37342,0.523003588453,0.382196989984,5258,14.08,CO,Broomfield County,8014,Colorado,-4.862757816509855
4773,5283,10999,0.433948540776,0.480316392399,510,4.64,CO,Chaffee County,8015,Colorado,-4.634248935196584
127,905,1076,0.118029739777,0.841078066914,778,72.3,CO,Cheyenne County,8017,Colorado,-4.074009490825536
